Time,Signal
0.0,1.2999091429019967
0.0025,0.43585882908890916
0.005,1.5536801011376937
0.0075,0.36776379018951766
0.01,1.6770586860573693
0.0125,0.19699932620901417
0.015,1.6668383600019694
0.0175,-0.06686143323802318
0.02,1.5340161358468432
0.0225,-0.4015190044091478
0.025,1.302251279853668
0.0275,-0.7743650830190985
0.03,1.0048720084819873
0.0325,-1.146166694795971
0.035,0.6807889256444366
0.0375,-1.475585575277424
0.04,0.3698019814896243
0.0425,-1.7240013559979102
0.045,0.10785812369807024
0.0475,-1.860069861286933
0.05,-0.07717873283138155
0.0525,-1.8634777495223165
0.055,-0.16874576502352767
0.0575,-1.7274483602671942
0.06,-0.16340871540381652
0.0625,-1.4596999182432469
0.065,-0.07108592584183404
0.0675,-1.0817389331413887
0.07,0.0863530760209032
0.0725,-0.6265672704117785
0.075,0.27794310571222963
0.0775,-0.1350678504290045
0.08,0.467588691743115
0.0825,0.34851076091488414
0.085,0.6186629392614269
0.08750000000000001,0.7814448182494721
0.09,0.6986879748924637
0.0925,1.1272310850168037
0.095,0.683534952477624
0.0975,1.3595412965322722
0.1,0.5606381562507199
0.10250000000000001,1.4649767325550196
0.105,0.3308342782337459
0.1075,1.444306028949725
0.11,0.008600691526503446
0.1125,1.3120484018080059
0.115,-0.3793437566213777
0.11750000000000001,1.0944595875493424
0.12,-0.7969176885244208
0.1225,0.8261659596008724
0.125,-1.202702375410887
0.1275,0.5458512361775194
0.13,-1.5546431562830603
0.1325,0.2915111717382505
0.135,-1.8148760306710612
0.1375,0.09584153066795498
0.14,-1.954112328565593
0.14250000000000002,-0.017692396248710218
0.145,-1.9550652939093967
0.1475,-0.03763840789672812
0.15,-1.8145143255450202
0.1525,0.03413707064829263
0.155,-1.5437623035462722
0.1575,0.18277370021438888
0.16,-1.1674300430123175
0.1625,0.38233123324808943
0.165,-0.7207271943336843
0.1675,0.5990626396232775
0.17,-0.24551779236234011
0.17250000000000001,0.795654271004349
0.17500000000000002,0.2143599730598636
0.1775,0.9359255582225674
0.18,0.6179730232255362
0.1825,0.9894254703559615
0.185,0.931802264220449
0.1875,0.9353744141366266
0.19,1.1333560959165203
0.1925,0.7654770827580084
0.195,1.2134699122420194
0.1975,0.48526490368547126
0.2,1.1770285645949081
0.2025,0.11380045213495404
0.20500000000000002,1.0420352580374896
0.20750000000000002,-0.3182300460904781
0.21,0.8371456775492438
0.2125,-0.7718191131909954
0.215,0.5979672085026457
0.2175,-1.203952873437487
0.22,0.36256852248358784
0.2225,-1.5724355022613907
0.225,0.16673736885139268
0.2275,-1.8406592725804631
0.23,0.03955321836114145
0.2325,-1.9817615909555593
0.23500000000000001,-0.00019693442300594555
0.23750000000000002,-1.981681722581773
0.24,0.05366777227604802
0.2425,-1.8407587243193058
0.245,0.19395478805030664
0.2475,-1.5736832389571869
0.25,0.40096886790243447
0.2525,-1.2078090503293013
0.255,0.6449173351283306
0.2575,-0.7800228428450402
0.26,0.8895636105435185
0.2625,-0.33253971871827653
0.265,1.096693797455967
0.2675,0.09188225996380028
0.27,1.23086371812479
0.2725,0.45474775132284057
0.275,1.263859488452379
0.2775,0.7260879747285779
0.28,1.1783375782735206
0.28250000000000003,0.8876856491076834
0.28500000000000003,0.970206474305401
0.28750000000000003,0.934887559899135
0.29,0.6494601915082813
0.2925,0.8767988463315786
0.295,0.2393564680647276
0.2975,0.7348448002724106
0.3,-0.2259720482997605
0.3025,0.5398791317123168
0.305,-0.7052000656026979
0.3075,0.32818944113236276
0.31,-1.1543586841066957
0.3125,0.13688073587441574
0.315,-1.5317216360014756
0.3175,-0.0008091389807843852
0.32,-1.8024586834452214
0.3225,-0.059700937723920156
0.325,-1.942512865062921
0.3275,-0.025870292384444493
0.33,-1.941249086130692
0.3325,0.10153448622090944
0.335,-1.802565710133623
0.3375,0.31007223932406225
0.34,-1.5443413110112858
0.3425,0.575415397056567
0.34500000000000003,-1.1962842742635156
0.34750000000000003,0.8642183167227698
0.35000000000000003,-0.7964404046347826
0.3525,1.1381085744361321
0.355,-0.3867709760756222
0.3575,1.358328090369759
0.36,-0.008322184194650362
0.3625,1.4904727665740478
0.365,0.30344606520620176
0.3675,1.5087663654396601
0.37,0.522624196776431
0.3725,1.3993582198116132
0.375,0.6356467643338504
0.3775,1.1622487035551756
0.38,0.6425923143350445
0.3825,0.8116077115740393
0.385,0.5568431080468242
0.3875,0.3744406495711744
0.39,0.4031530864329017
0.3925,-0.11224874193358213
0.395,0.21436113030433718
0.3975,-0.6054720294826816
0.4,0.02714709604168747
0.4025,-1.0609805319854542
0.405,-0.12265868070194863
0.40750000000000003,-1.4381507843063723
0.41000000000000003,-0.20464911125256324
